imobiliaria,link,data_coleta,titulo,endereco,bairro,tipo_locacao,preco_aluguel,preco_condominio,preco_iptu,quartos,vagas_garagem,area,suites
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14790002/apartamento-2-quartos-village-parana-tingui-curitiba/,2023-11-29,Apartamento 2 Quartos Tingui 50m²,"Rua Hilário Moro, 526, Tingui - Curitiba/Pr",Tingui,Aluguel,1700,400,47,2,1,50m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/21105005/apartamento-1-quarto-alto-boqueirao-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Boqueirao 35m²,"Rua Eduardo Pinto Da Rocha, 842, Alto Boqueirao - Curitiba/Pr",Alto Boqueirao,Aluguel,700,0,14,1,0,35m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15665001/apartamento-1-quarto-anne-frank-hauer-curitiba/,2023-11-29,Apartamento 1 Quarto Hauer 34m²,"Rua Anne Frank, 3126, Hauer - Curitiba/Pr",Hauer,Aluguel,900,250,35,1,0,34m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13320002/apartamento-3-quartos-residencial-henrique-1-xaxim-curitiba/,2023-11-29,Apartamento 3 Quartos Xaxim 73m²,"Rua Waldemar Loureiro Campos, 3751, Xaxim - Curitiba/Pr",Xaxim,Aluguel,1500,480,99,3,1,73m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/23016001/apartamento-2-quartos-parque-arvoredo-xaxim-curitiba/,2023-11-29,Apartamento 2 Quartos Xaxim 56m²,"Rua Francisco Derosso, 375, Xaxim - Curitiba/Pr",Xaxim,Aluguel,1500,500,74,2,1,56m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15271003/apartamento-3-quartos-guabirotuba-curitiba/,2023-11-29,Apartamento 3 Quartos Guabirotuba 162m²,"Avenida Senador Salgado Filho, 961, Guabirotuba - Curitiba/Pr",Guabirotuba,Aluguel,2400,100,166,3,1,162m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10424002/apartamento-2-quartos-posiville-iii-cidade-industrial-curitiba/,2023-11-29,Apartamento 2 Quartos Cidade Industrial 52m²,"Rua Casemiro Augusto Rodacki, 341, Cidade Industrial - Curitiba/Pr",Cidade Industrial,Aluguel,1650,450,81,2,1,52m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14354001/apartamento-2-quartos-vilas-novas-x-cidade-industrial-curitiba/,2023-11-29,Apartamento 2 Quartos Cidade Industrial 40m²,"Rua Professor Algacyr Munhoz Mader, 2875, Cidade Industrial - Curitiba/Pr",Cidade Industrial,Aluguel,850,250,25,2,0,40m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14297001/apartamento-2-quartos-olga-tufi-agua-verde-curitiba/,2023-11-29,Apartamento 2 Quartos Água Verde 57m²,"Avenida Silva Jardim, 1762, Água Verde - Curitiba/Pr",Água Verde,Aluguel,1550,650,85,2,1,57m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/49095001/apartamento-3-quartos-itaguaçu-agua-verde-curitiba/,2023-11-29,Apartamento 3 Quartos Agua Verde 80m²,"Rua Castro Alves, 594, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,2000,550,82,3,1,80m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92087001/apartamento-2-quartos-zamoner-agua-verde-curitiba/,2023-11-29,Apartamento 2 Quartos Agua Verde 77m²,"Rua Brigadeiro Franco, 2663, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1850,422,69,2,1,77m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14999001/apartamento-2-quartos-anthurium-agua-verde-curitiba/,2023-11-29,Apartamento 2 Quartos Agua Verde 61m²,"Rua Professor Luiz Cesar, 837, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1600,720,77,2,1,61m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/00135005/apartamento-4-quartos-cidade-das-flores-agua-verde-curitiba/,2023-11-29,Apartamento 4 Quartos Agua Verde 202m²,"Avenida Republica Argentina, 755, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,2600,1000,181,4,1,202m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/08265001/apartamento-3-quartos-flamboyant-(conjunto-residencial)-agua-verde-curitiba/,2023-11-29,Apartamento 3 Quartos Agua Verde 117m²,"Avenida Presidente Kennedy, 1503, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1800,850,89,3,1,117m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16604001/apartamento-2-quartos-auckland-devon-port-agua-verde-curitiba/,2023-11-29,Apartamento 2 Quartos Água Verde 100m²,"Avenida Silva Jardim, 2522, Água Verde - Curitiba/Pr",Água Verde,Aluguel,3450,860,296,2,1,100m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14396001/apartamento-5-quartos-monreale-agua-verde-curitiba/,2023-11-29,Apartamento 5 Quartos Agua Verde 182m²,"Rua Bento Viana, 1140, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,4500,1400,286,5,2,182m²,2
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/91596001/apartamento-2-quartos-jardim-ii-agua-verde-curitiba/,2023-11-29,Apartamento 2 Quartos Agua Verde 113m²,"Rua Amazonas, 662, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1800,500,80,2,0,113m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16628001/apartamento-3-quartos-sorel-condominium-agua-verde-curitiba/,2023-11-29,Apartamento 3 Quartos Agua Verde 136m²,"Avenida Silva Jardim, 2265, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,3500,1200,341,3,2,136m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10950003/apartamento-2-quartos-joao-pedro-bom-agua-verde-curitiba/,2023-11-29,Apartamento 2 Quartos Agua Verde 50m²,"Rua Monsenhor Manoel Vicente, 175, Agua Verde - Curitiba/Pr",Agua Verde,Aluguel,1200,600,60,2,1,50m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92332001/apartamento-3-quartos-condominio-edificio-bogdan-ii-agua-verde-curitiba/,2023-11-29,Apartamento 3 Quartos Água Verde 90m²,"Rua Coronel Dulcídio, 1907, Água Verde - Curitiba/Pr",Água Verde,Aluguel,1900,850,141,3,2,90m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16608001/apartamento-1-quarto-residence-ville-de-france-campo-comprido-curitiba/,2023-11-29,Apartamento 1 Quarto Campo Comprido 65m²,"Rua Lourenço Bizinelli, 249, Campo Comprido - Curitiba/Pr",Campo Comprido,Aluguel,2450,471,78,1,2,65m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/66996001/apartamento-2-quartos-campo-comprido-curitiba/,2023-11-29,Apartamento 2 Quartos Campo Comprido 70m²,"Rua Nova América, 373, Campo Comprido - Curitiba/Pr",Campo Comprido,Aluguel,1250,0,32,2,2,70m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16027001/apartamento-2-quartos-jose-ferroni-novo-mundo-curitiba/,2023-11-29,Apartamento 2 Quartos Novo Mundo 45m²,"Rua João Bonat, 860, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1300,550,39,2,1,45m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10145001/apartamento-3-quartos-nho–quim-novo-mundo-curitiba/,2023-11-29,Apartamento 3 Quartos Novo Mundo 78m²,"Rua Luiz Leopoldo Landal, 100, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1600,590,84,3,1,78m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15224001/apartamento-2-quartos-vila-bela-l-novo-mundo-curitiba/,2023-11-29,Apartamento 2 Quartos Novo Mundo 67m²,"Rua Deputado Waldemiro Pedroso, 1063, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1500,700,59,2,1,67m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/21355003/apartamento-3-quartos-maria-bettega-novo-mundo-curitiba/,2023-11-29,Apartamento 3 Quartos Novo Mundo 62m²,"Rua Jose Palu, 183, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1700,350,72,3,1,62m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14141001/apartamento-2-quartos-atlanta-novo-mundo-curitiba/,2023-11-29,Apartamento 2 Quartos Novo Mundo 50m²,"Rua Jose Palu, 127, Novo Mundo - Curitiba/Pr",Novo Mundo,Aluguel,1300,650,71,2,1,50m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13239001/apartamento-2-quartos-regents-park-portao-curitiba/,2023-11-29,Apartamento 2 Quartos Portão 83m²,"Rua Eduardo Carlos Pereira, 4049, Portão - Curitiba/Pr",Portão,Aluguel,2500,500,133,2,1,83m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16475001/apartamento-2-quartos-zodiaco-portao-curitiba/,2023-11-29,Apartamento 2 Quartos Portão 71m²,"Avenida República Argentina, 2777, Portão - Curitiba/Pr",Portão,Aluguel,1800,630,124,2,1,71m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14480001/apartamento-2-quartos-spazio-castel-di-bettega-portao-curitiba/,2023-11-29,Apartamento 2 Quartos Portao 55m²,"Rua João Bettega, 644, Portao - Curitiba/Pr",Portao,Aluguel,1500,450,53,2,1,55m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16592001/apartamento-2-quartos-edificio-michelle-portao-curitiba/,2023-11-29,Apartamento 2 Quartos Portão 53m²,"Rua Zacarias De Paula Neves, 65, Portão - Curitiba/Pr",Portão,Aluguel,1400,497,74,2,1,53m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13603001/apartamento-2-quartos-belmont-portao-curitiba/,2023-11-29,Apartamento 2 Quartos Portao 53m²,"Rua Antonio Pietruza, 211, Portao - Curitiba/Pr",Portao,Aluguel,1650,650,75,2,1,53m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10518001/apartamento-1-quarto-sessimbra-portao-curitiba/,2023-11-29,Apartamento 1 Quarto Portao 32m²,"Rua Arion Niepce Da Silva, 261, Portao - Curitiba/Pr",Portao,Aluguel,1150,400,45,1,0,32m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/42292001/apartamento-3-quartos-valparaiso-portao-curitiba/,2023-11-29,Apartamento 3 Quartos Portao 124m²,"Rua Engenheiro Arthur Bettes, 58, Portao - Curitiba/Pr",Portao,Aluguel,2200,900,151,3,1,124m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16631001/apartamento-3-quartos-urbany-residence-portao-curitiba/,2023-11-29,Apartamento 3 Quartos Portão 94m²,"Rua Paraíba, 3373, Portão - Curitiba/Pr",Portão,Aluguel,2630,1094,146,3,2,94m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13856002/apartamento-3-quartos-ponta-grossa-portao-curitiba/,2023-11-29,Apartamento 3 Quartos Portao 88m²,"Rua Ponta Grossa, 249, Portao - Curitiba/Pr",Portao,Aluguel,1700,260,91,3,1,88m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/55073021/apartamento-3-quartos-forest-hill-portao-curitiba/,2023-11-29,Apartamento 3 Quartos Portao 64m²,"Rua Engenheiro Niepce Da Silva, 310, Portao - Curitiba/Pr",Portao,Aluguel,1650,650,92,3,1,64m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16583001/apartamento-2-quartos-porto-principe-vila-izabel-curitiba/,2023-11-29,Apartamento 2 Quartos Vila Izabel 70m²,"Rua Tabajaras, 1241, Vila Izabel - Curitiba/Pr",Vila Izabel,Aluguel,1690,360,93,2,1,70m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831012/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Gloria 35m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,35m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831014/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1500,170,39,1,0,37m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831015/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,37m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831026/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1500,170,39,1,0,37m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831013/apartamento-1-quarto-itupava_-dona-dulce-alto-da-gloria-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,37m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831008/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,37m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831021/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Gloria 40m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,200,39,1,0,40m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831010/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,170,39,1,0,37m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12831006/apartamento-1-quarto-itupava-alto-da-gloria-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Gloria 37m²,"Rua Itupava, 131, Alto Da Gloria - Curitiba/Pr",Alto Da Gloria,Aluguel,1550,250,39,1,0,37m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12643019/apartamento-3-quartos-kalina-alto-da-rua-xv-curitiba/,2023-11-29,Apartamento 3 Quartos Alto Da Rua Xv 149m²,"Rua Jose De Alencar, 1199, Alto Da Rua Xv - Curitiba/Pr",Alto Da Rua Xv,Aluguel,2300,450,151,3,1,149m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/07184001/apartamento-1-quarto-victoria-place-residence-alto-da-rua-xv-curitiba/,2023-11-29,Apartamento 1 Quarto Alto Da Rua Xv 85m²,"Rua Ubaldino Do Amaral, 337, Alto Da Rua Xv - Curitiba/Pr",Alto Da Rua Xv,Aluguel,1500,750,58,1,0,85m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/02566002/apartamento-3-quartos-independencia-(bl-marina)-alto-da-rua-xv-curitiba/,2023-11-29,Apartamento 3 Quartos Alto Da Rua Xv 130m²,"Avenida Senador Souza Naves, 550, Alto Da Rua Xv - Curitiba/Pr",Alto Da Rua Xv,Aluguel,1500,400,109,3,1,130m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14967001/apartamento-4-quartos-solar-das-araucarias-batel-curitiba/,2023-11-29,Apartamento 4 Quartos Batel 202m²,"Avenida Sete De Setembro, 5522, Batel - Curitiba/Pr",Batel,Aluguel,2500,1350,242,4,1,202m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/75041002/apartamento-2-quartos-rubens-bailao-leite-batel-curitiba/,2023-11-29,Apartamento 2 Quartos Batel 70m²,"Avenida Sete De Setembro, 4500, Batel - Curitiba/Pr",Batel,Aluguel,2500,604,123,2,1,70m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/45064002/apartamento-3-quartos-edificio-por-do-sol-batel-curitiba/,2023-11-29,Apartamento 3 Quartos Batel 226m²,"Avenida Visconde De Guarapuava, 5085, Batel - Curitiba/Pr",Batel,Aluguel,7500,3000,616,3,2,226m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/66997001/apartamento-3-quartos-beta-centauri-batel-curitiba/,2023-11-29,Apartamento 3 Quartos Batel 91m²,"Alameda Doutor Carlos De Carvalho, 1497, Batel - Curitiba/Pr",Batel,Aluguel,1690,713,106,3,1,91m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16413001/apartamento-3-quartos-edificio-pitagoras-bigorrilho-curitiba/,2023-11-29,Apartamento 3 Quartos Bigorrilho 215m²,"Rua Euclides Da Cunha, 1150, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,6800,1972,645,3,4,215m²,3
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12739002/apartamento-1-quarto-paloma-picasso-bigorrilho-curitiba/,2023-11-29,Apartamento 1 Quarto Bigorrilho 23m²,"Rua Padre Anchieta, 1968, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,850,500,41,1,0,23m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15725001/apartamento-3-quartos-residencial-aconcagua-bigorrilho-curitiba/,2023-11-29,Apartamento 3 Quartos Bigorrilho 73m²,"Rua Gastão Câmara, 540, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,2100,500,91,3,1,73m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16070001/apartamento-3-quartos-trianon-bigorrilho-curitiba/,2023-11-29,Apartamento 3 Quartos Bigorrilho 147m²,"Rua Capitao Souza Franco, 870, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,4100,1026,274,3,1,147m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12174001/apartamento-2-quartos-champagnat-regence-bigorrilho-curitiba/,2023-11-29,Apartamento 2 Quartos Bigorrilho 58m²,"Rua Euclides Da Cunha, 1387, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,2300,650,95,2,1,58m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/04343001/apartamento-2-quartos-lynx-bigorrilho-curitiba/,2023-11-29,Apartamento 2 Quartos Bigorrilho 80m²,"Rua Padre Agostinho, 2619, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1850,800,111,2,1,80m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/08477005/apartamento-2-quartos-padre-anchieta-bigorrilho-curitiba/,2023-11-29,Apartamento 2 Quartos Bigorrilho 44m²,"Rua Padre Anchieta, 2636, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1290,600,42,2,0,44m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/06290001/apartamento-1-quarto-soft-premiun-bigorrilho-curitiba/,2023-11-29,Apartamento 1 Quarto Bigorrilho 21m²,"Rua Padre Anchieta, 2933, Bigorrilho - Curitiba/Pr",Bigorrilho,Aluguel,1200,300,38,1,0,21m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09536001/apartamento-1-quarto-napoli-centro-curitiba/,2023-11-29,Apartamento 1 Quarto Centro 40m²,"Avenida Visconde De Guarapuava, 3185, Centro - Curitiba/Pr",Centro,Aluguel,1200,460,82,1,1,40m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/01036004/apartamento-1-quarto-saint-thomas-centro-curitiba/,2023-11-29,Apartamento 1 Quarto Centro 43m²,"Rua Benjamin Constant, 45, Centro - Curitiba/Pr",Centro,Aluguel,750,750,81,1,0,43m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/00927002/apartamento-2-quartos-edificio-odete-laporte-centro-curitiba/,2023-11-29,Apartamento 2 Quartos Centro 82m²,"Rua Brigadeiro Franco, 2021, Centro - Curitiba/Pr",Centro,Aluguel,2500,780,114,2,2,82m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/01706001/apartamento-2-quartos-torres-do-sol-centro-curitiba/,2023-11-29,Apartamento 2 Quartos Centro 74m²,"Rua Doutor Pedrosa, 297, Centro - Curitiba/Pr",Centro,Aluguel,1650,430,88,2,0,74m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15171003/apartamento-1-quarto-denver-centro-curitiba/,2023-11-29,Apartamento 1 Quarto Centro 23m²,"Rua Saldanha Marinho, 968, Centro - Curitiba/Pr",Centro,Aluguel,1100,440,66,1,1,23m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/11304001/apartamento-1-quarto-hyde-park-centro-curitiba/,2023-11-29,Apartamento 1 Quarto Centro 25m²,"Rua Nunes Machado, 79, Centro - Curitiba/Pr",Centro,Aluguel,1390,300,29,1,0,25m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14176001/apartamento-2-quartos-guanabara-centro-curitiba/,2023-11-29,Apartamento 2 Quartos Centro 122m²,"Praça Rui Barbosa, 470, Centro - Curitiba/Pr",Centro,Aluguel,1580,800,96,2,0,122m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/15769001/apartamento-2-quartos-central-park-–-conselheiro-laurindo-centro-curitiba/,2023-11-29,Apartamento 2 Quartos Centro 77m²,"Rua Conselheiro Laurindo, 781, Centro - Curitiba/Pr",Centro,Aluguel,1800,570,92,2,1,77m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09530005/apartamento-1-quarto-gran-maison-centro-curitiba/,2023-11-29,Apartamento 1 Quarto Centro 44m²,"Rua Doutor Faivre, 53, Centro - Curitiba/Pr",Centro,Aluguel,1300,300,47,1,0,44m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/92276001/apartamento-1-quarto-westphalen-centro-curitiba/,2023-11-29,Apartamento 1 Quarto Centro 34m²,"Rua Desembargador Westphalen, 610, Centro - Curitiba/Pr",Centro,Aluguel,1500,400,90,1,0,34m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13327003/apartamento-1-quarto-sinval-martins-centro-curitiba/,2023-11-29,Apartamento 1 Quarto Centro 28m²,"Rua Lourenco Pinto, 410, Centro - Curitiba/Pr",Centro,Aluguel,1250,450,56,1,0,28m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13173001/apartamento-1-quarto-central-station-centro-curitiba/,2023-11-29,Apartamento 1 Quarto Centro 34m²,"Avenida Marechal Floriano Peixoto, 696, Centro - Curitiba/Pr",Centro,Aluguel,1600,350,36,1,0,34m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/16145001/apartamento-3-quartos-edificio-joao-dallegrave-centro-civico-curitiba/,2023-11-29,Apartamento 3 Quartos Centro Cívico 133m²,"Rua Comendador Fontana, 279, Centro Cívico - Curitiba/Pr",Centro Cívico,Aluguel,2900,800,133,3,1,133m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/11706001/apartamento-3-quartos-barao-de-capanema-iii-cristo-rei-curitiba/,2023-11-29,Apartamento 3 Quartos Cristo Rei 67m²,"Rua Poeta Francisco Ferreira Leite, 30, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1350,500,67,3,1,67m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/09707004/apartamento-3-quartos-betaville-cristo-rei-curitiba/,2023-11-29,Apartamento 3 Quartos Cristo Rei 112m²,"Rua Atilio Borio, 80, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1800,1000,129,3,1,112m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/14906001/apartamento-2-quartos-solar-do-ipe-cristo-rei-curitiba/,2023-11-29,Apartamento 2 Quartos Cristo Rei 52m²,"Rua Sanito Rocha, 207, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1400,420,48,2,0,52m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/91408001/apartamento-2-quartos-trianon-park-cristo-rei-curitiba/,2023-11-29,Apartamento 2 Quartos Cristo Rei 47m²,"Rua Governador Agamenon Magalhaes, 173, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1180,786,66,2,1,47m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/12968001/apartamento-1-quarto-daiane-de-fatima-cristo-rei-curitiba/,2023-11-29,Apartamento 1 Quarto Cristo Rei 27m²,"Rua Urbano Lopes, 436, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1600,250,43,1,0,27m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/11315003/apartamento-1-quarto-trianon-park-cristo-rei-curitiba/,2023-11-29,Apartamento 1 Quarto Cristo Rei 27m²,"Rua Governador Agamenon Magalhães, 173, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,1390,369,26,1,0,27m²,0
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/13906001/apartamento-3-quartos-sun-garden-cristo-rei-curitiba/,2023-11-29,Apartamento 3 Quartos Cristo Rei 83m²,"Rua Governador Agamenon Magalhaes, 98, Cristo Rei - Curitiba/Pr",Cristo Rei,Aluguel,2500,650,200,3,2,83m²,1
gonzaga_imoveis,https://gonzagaimoveis.com.br/imovel/10572001/apartamento-2-quartos-alfa-jardim-botanico-curitiba/,2023-11-29,Apartamento 2 Quartos Jardim Botanico 62m²,"Rua Mauricio Nunes Garcia, 250, Jardim Botanico - Curitiba/Pr",Jardim Botanico,Aluguel,1100,250,48,2,0,62m²,0
